,MD,Hook_load,WOB,RPM,Torque,Intake_pressure,ROP
446,2921.49,66.61,7.39,70.0,1.59,127.81,22.52
447,2921.49,66.21,7.79,69.91,1.73,128.51,22.52
448,2921.56,66.55,7.45,70.09,1.56,128.41,22.52
449,2921.62,66.46,7.54,70.18,1.49,128.5,22.52
450,2921.62,66.45,7.55,70.0,1.5,128.4,22.52
451,2921.62,66.7,7.3,69.91,1.76,128.05,22.52
452,2921.62,67.06,6.94,70.0,1.52,127.43,22.52
453,2921.75,67.09,6.91,69.91,1.75,127.24,22.52
454,2921.81,66.49,7.51,69.91,1.7,127.82,22.52
455,2921.81,66.05,7.95,69.82,1.98,128.96,22.52
456,2921.81,66.01,7.99,69.73,1.86,129.42,22.52
457,2921.87,65.87,8.13,69.73,1.85,129.54,22.52
458,2921.87,66.5,7.5,69.91,1.75,129.32,22.52
459,2921.87,67.33,6.67,69.82,1.87,128.45,22.52
460,2921.87,67.59,6.41,69.82,1.82,127.17,22.52
461,2921.94,67.12,6.88,69.73,2.01,127.01,22.52
462,2922.0,66.67,7.33,69.82,1.98,127.73,22.52
463,2922.0,66.71,7.29,69.82,1.86,128.24,22.52
464,2922.06,66.77,7.23,69.64,2.13,128.4,22.38
465,2922.06,66.99,7.01,69.64,2.16,128.11,22.38
466,2922.13,66.95,7.05,69.73,2.17,127.83,22.38
467,2922.13,66.97,7.03,69.64,2.27,128.1,22.38
468,2922.13,67.17,6.83,69.64,2.15,128.23,22.38
469,2922.19,66.99,7.01,69.73,2.11,128.15,22.38
470,2922.19,67.09,6.91,69.73,2.17,128.37,22.38
471,2922.25,67.03,6.97,69.73,2.09,128.17,22.38
472,2922.25,66.88,7.12,69.82,2.13,128.05,22.38
473,2922.32,66.84,7.16,69.82,1.97,128.64,22.38
474,2922.32,67.12,6.88,69.73,2.19,128.66,22.38
475,2922.32,67.35,6.65,69.91,1.92,128.07,22.38
476,2922.32,67.88,6.12,69.82,1.82,127.69,22.38
477,2922.38,67.83,6.17,69.91,1.92,126.56,22.38
478,2922.44,67.48,6.52,70.0,1.67,126.68,22.38
479,2922.44,67.2,6.8,69.91,1.88,127.11,22.38
480,2922.51,67.14,6.86,69.91,1.78,127.22,22.38
481,2922.51,67.22,6.78,70.0,1.63,127.68,22.38
482,2922.51,67.77,6.23,69.91,1.83,127.51,22.38
483,2922.51,68.03,5.97,69.91,1.79,126.71,22.38
484,2922.57,68.51,5.49,69.91,1.88,125.47,22.38
485,2922.63,68.17,5.83,69.82,2.0,125.64,22.38
486,2922.7,67.08,6.92,69.91,1.83,126.47,22.38
487,2922.7,67.17,6.83,69.64,2.22,127.6,22.38
488,2922.76,67.6,6.4,69.82,1.97,128.12,22.38
489,2922.82,66.87,7.13,69.82,1.97,128.31,22.38
490,2922.82,66.38,7.62,69.73,1.99,128.81,22.38
491,2922.89,65.97,8.03,69.73,2.11,129.98,22.38
492,2922.89,65.82,8.18,69.73,2.05,130.77,22.38
493,2922.95,65.93,8.07,69.73,2.03,130.69,22.38
494,2922.95,66.41,7.59,69.82,2.02,130.44,22.38
495,2923.01,65.87,8.13,69.64,2.03,130.15,22.36
496,2923.08,65.42,8.58,69.73,2.01,130.63,22.36
497,2923.08,65.78,8.22,69.73,2.19,131.08,22.36
498,2923.08,66.15,7.85,69.91,2.02,130.75,22.36
499,2923.14,66.4,7.6,69.91,1.9,130.03,22.36
500,2923.14,66.98,7.02,69.82,2.02,129.52,22.36
501,2923.14,67.38,6.62,69.82,2.12,128.75,22.36
502,2923.14,67.38,6.62,70.0,1.91,128.12,22.36
503,2923.2,67.54,6.46,69.91,1.87,128.05,22.36
504,2923.2,67.94,6.06,70.0,1.91,127.79,22.36
505,2923.27,67.82,6.18,70.0,1.73,127.25,22.36
506,2923.33,67.69,6.31,70.09,1.52,127.35,22.36
507,2923.39,66.41,7.59,70.0,1.83,127.87,22.36
508,2923.46,65.47,8.53,70.0,1.65,129.66,22.36
509,2923.46,65.42,8.58,69.91,1.85,130.98,22.36
510,2923.46,65.89,8.11,69.82,1.83,131.08,22.36
511,2923.52,65.81,8.19,69.91,1.89,130.49,22.36
512,2923.58,65.41,8.59,70.09,1.42,130.41,22.36
513,2923.58,65.58,8.42,70.09,1.47,130.5,22.36
514,2923.65,65.65,8.35,70.09,1.55,130.81,22.36
515,2923.65,65.77,8.23,69.91,1.59,130.84,22.36
516,2923.65,66.21,7.79,70.0,1.61,130.6,22.36
517,2923.65,66.22,7.78,70.09,1.57,129.73,22.36
518,2923.65,66.12,7.88,69.91,1.97,129.52,22.36
519,2923.65,66.27,7.73,70.09,1.56,129.16,22.36
520,2923.77,66.08,7.92,70.0,1.66,129.01,22.36
521,2923.77,65.98,8.02,70.0,1.75,129.04,22.36
522,2923.77,65.72,8.28,70.0,1.84,128.79,22.36
523,2923.84,65.75,8.25,69.91,1.64,128.29,22.36
524,2923.84,66.25,7.75,70.09,1.64,128.01,22.36
525,2923.9,66.44,7.56,70.0,1.66,127.11,22.36
526,2923.9,66.15,7.85,70.0,1.63,127.35,22.36
527,2923.9,65.81,8.19,70.0,1.62,128.09,22.36
528,2923.96,65.89,8.11,69.91,1.67,128.44,22.36
529,2923.96,66.16,7.84,69.91,1.59,128.53,22.36
530,2923.96,65.99,8.01,70.0,1.68,128.43,22.36
531,2923.96,66.3,7.7,70.0,1.62,128.07,22.36
532,2924.03,66.52,7.48,69.91,1.91,127.01,19.83
533,2924.09,66.3,7.7,69.91,1.91,127.3,19.83
534,2924.09,65.6,8.4,69.91,1.69,127.8,19.83
535,2924.15,66.08,7.92,69.91,1.66,128.07,19.83
536,2924.15,66.85,7.15,70.0,1.6,128.24,19.83
537,2924.22,66.73,7.27,70.0,1.73,128.43,19.83
538,2924.22,66.47,7.53,70.09,1.61,128.83,19.83
539,2924.28,66.78,7.22,69.91,1.75,129.07,19.83
540,2924.34,66.31,7.69,70.0,1.75,129.26,19.83
541,2924.34,65.85,8.15,70.09,1.56,129.88,19.83
542,2924.34,65.97,8.03,70.0,1.85,130.68,19.83
543,2924.41,65.94,8.06,70.0,1.69,130.32,19.83
544,2924.41,66.32,7.69,70.09,1.57,129.68,19.83
545,2924.47,66.03,7.97,70.0,1.74,129.7,19.83
546,2924.47,65.93,8.07,70.0,1.78,129.93,19.83
547,2924.53,65.81,8.19,69.82,1.89,130.29,19.83
548,2924.53,66.02,7.98,69.82,1.98,129.93,19.83
549,2924.6,66.25,7.75,69.91,1.72,129.15,19.83
550,2924.6,65.96,8.04,69.91,1.82,129.27,19.83
551,2924.66,65.94,8.06,69.91,1.8,129.12,19.83
552,2924.66,65.91,8.09,69.73,1.88,129.09,19.83
553,2924.72,66.27,7.73,69.82,1.8,129.49,19.83
554,2924.79,66.66,7.34,69.64,2.08,129.19,19.83
555,2924.91,64.53,9.47,69.82,1.9,129.42,19.83
556,2924.91,63.06,10.94,69.82,1.86,131.58,19.83
557,2924.98,62.84,11.16,69.82,1.7,132.75,19.83
558,2924.98,63.18,10.82,69.91,1.75,133.2,19.83
559,2925.04,63.13,10.87,69.91,1.53,132.45,26.63
560,2925.1,62.81,11.19,69.64,1.91,132.91,26.63
561,2925.1,62.76,11.24,69.91,1.75,133.88,26.63
562,2925.1,63.58,10.42,70.0,1.63,134.31,26.63
563,2925.17,64.13,9.87,69.91,1.73,133.46,26.63
564,2925.17,64.61,9.39,69.91,1.62,132.63,26.63
565,2925.23,64.58,9.42,69.73,1.8,132.39,26.63
566,2925.29,63.9,10.1,69.73,1.95,132.57,26.63
567,2925.36,63.83,10.17,69.82,1.81,132.61,26.63
568,2925.36,64.12,9.88,69.73,1.92,132.5,26.63
569,2925.36,64.4,9.6,69.73,1.82,131.75,26.63
570,2925.42,64.59,9.41,69.64,2.09,130.66,26.63
571,2925.42,64.79,9.22,69.64,1.91,130.75,26.63
572,2925.42,64.67,9.33,69.64,2.02,131.08,26.63
573,2925.48,65.13,8.87,69.64,2.08,131.09,26.63
574,2925.55,64.94,9.06,69.73,2.06,131.4,26.63
575,2925.61,64.9,9.11,69.73,2.14,131.45,26.63
576,2925.61,65.19,8.81,69.64,2.25,131.37,26.63
577,2925.61,65.63,8.37,69.82,2.31,131.11,26.63
578,2925.61,66.31,7.69,69.82,2.17,130.65,26.63
579,2925.61,66.71,7.29,69.73,2.16,129.89,26.63
580,2925.67,67.09,6.91,69.82,2.12,129.01,26.63
581,2925.74,66.98,7.02,69.82,2.08,128.48,26.63
582,2925.8,66.81,7.19,69.82,2.12,128.43,26.63
583,2925.8,66.46,7.54,69.73,2.14,128.9,26.63
584,2925.86,66.22,7.78,69.91,1.87,129.28,26.63
585,2925.86,66.16,7.84,70.18,1.59,129.58,26.63
586,2925.93,65.65,8.35,70.09,1.61,130.18,26.63
587,2925.93,65.13,8.87,70.0,1.76,131.34,26.63
588,2925.93,65.55,8.45,70.09,1.69,131.58,26.63
589,2925.93,66.29,7.71,70.09,1.79,130.67,26.63
590,2925.93,67.06,6.94,70.09,1.56,128.64,26.63
591,2925.99,67.5,6.5,70.09,1.51,126.79,26.63
592,2926.05,67.13,6.87,70.09,1.47,126.51,22.11
593,2926.12,66.88,7.12,70.0,1.61,127.73,22.11
594,2926.12,66.73,7.27,69.82,1.61,128.61,22.11
595,2926.12,67.03,6.97,70.09,1.45,128.93,22.11
596,2926.18,67.57,6.43,70.0,1.52,127.99,22.11
597,2926.18,67.59,6.41,70.0,1.8,127.65,22.11
598,2926.24,68.02,5.98,70.09,1.44,127.85,22.11
599,2926.24,67.8,6.2,70.18,1.35,127.31,22.11
600,2926.31,67.09,6.91,70.09,1.71,127.41,22.11
601,2926.31,67.13,6.87,70.0,1.91,127.97,22.11
602,2926.31,67.43,6.57,70.09,1.71,127.43,22.11
603,2926.37,67.25,6.75,70.0,1.63,127.09,22.11
604,2926.43,67.43,6.57,70.0,1.55,127.49,22.11
605,2926.43,67.96,6.04,70.09,1.56,127.53,22.11
606,2926.5,67.46,6.54,70.0,1.62,127.62,22.11
607,2926.5,67.08,6.92,70.18,1.45,128.31,22.11
608,2926.5,66.97,7.03,70.09,1.63,128.81,22.11
609,2926.56,66.91,7.09,70.0,1.72,128.77,22.11
610,2926.62,67.03,6.97,70.09,1.48,128.73,22.11
611,2926.69,66.8,7.2,70.18,1.43,128.89,22.11
612,2926.69,66.09,7.91,70.09,1.73,129.63,22.11
613,2926.75,66.09,7.91,70.18,1.74,129.86,22.11
614,2926.75,66.3,7.7,70.09,1.86,129.74,22.11
615,2926.81,66.15,7.85,70.0,1.89,129.8,22.11
616,2926.81,66.43,7.57,69.82,2.27,129.92,22.11
617,2926.88,66.88,7.12,69.91,1.9,129.74,22.11
618,2926.88,66.69,7.31,69.82,2.07,129.64,22.11
619,2926.94,66.83,7.17,70.0,2.19,129.65,22.11
620,2926.94,66.66,7.34,70.0,1.79,129.73,22.11
621,2926.94,67.39,6.61,70.09,1.63,129.6,22.11
622,2927.0,67.47,6.53,69.91,1.8,129.0,23.11
623,2927.07,67.82,6.18,70.09,1.56,128.58,23.11
624,2927.07,67.47,6.53,70.0,1.65,128.89,23.11
625,2927.07,67.07,6.93,69.82,1.93,128.84,23.11
626,2927.13,67.83,6.17,69.82,1.81,128.37,23.11
627,2927.13,68.76,5.24,69.73,2.15,127.88,23.11
628,2927.13,68.49,5.51,69.91,2.0,126.98,23.11
629,2927.19,68.71,5.29,69.82,2.14,126.34,23.11
630,2927.26,68.84,5.16,69.73,2.25,126.24,23.11
631,2927.26,68.52,5.48,69.82,2.33,126.83,23.11
632,2927.32,67.04,6.96,69.82,2.07,127.72,23.11
633,2927.38,66.63,7.37,69.73,2.19,128.95,23.11
634,2927.38,66.29,7.71,70.09,1.68,129.89,23.11
635,2927.45,66.41,7.59,70.0,1.85,130.5,23.11
636,2927.51,66.6,7.4,70.09,1.75,130.86,23.11
637,2927.51,66.58,7.42,70.0,1.82,131.28,23.11
638,2927.51,67.61,6.39,70.0,1.94,131.29,23.11
639,2927.51,67.69,6.31,70.18,1.75,130.48,23.11
640,2927.51,68.32,5.68,69.91,2.18,129.73,23.11
641,2927.57,68.16,5.84,69.91,2.02,128.34,23.11
642,2927.64,67.9,6.1,70.09,1.6,127.83,23.11
643,2927.64,67.8,6.2,70.0,1.79,127.82,23.11
644,2927.7,67.84,6.16,70.0,1.78,127.42,23.11
645,2927.76,67.51,6.49,69.91,1.98,128.1,23.11
646,2927.76,67.53,6.47,69.91,2.03,128.78,23.11
647,2927.76,67.48,6.52,69.91,2.09,129.24,23.11
648,2927.83,67.24,6.76,69.91,1.73,129.62,23.11
649,2927.89,66.85,7.15,69.91,1.95,130.31,23.11
650,2927.95,67.43,6.57,69.91,1.73,131.03,23.11
651,2928.02,66.14,7.86,69.82,1.88,131.55,24.65
652,2928.02,65.99,8.01,69.82,1.97,131.62,24.65
653,2928.02,66.99,7.01,69.91,1.81,132.04,24.65
654,2928.08,66.98,7.02,69.91,1.69,131.06,24.65
655,2928.08,66.78,7.22,70.0,1.67,130.83,24.65
656,2928.08,67.8,6.2,69.91,1.96,130.31,24.65
657,2928.08,69.4,4.6,69.82,1.94,129.34,24.65
658,2928.08,70.53,3.47,69.73,2.02,127.91,24.65
659,2928.14,70.56,3.44,69.82,1.88,126.42,24.65
660,2928.21,71.14,2.86,69.91,1.71,125.48,24.65
661,2928.21,71.52,2.48,69.91,1.86,125.86,24.65
662,2928.27,71.21,2.79,70.0,1.69,125.93,24.65
663,2928.27,70.88,3.12,69.91,1.66,126.52,24.65
664,2928.27,70.4,3.6,69.82,1.99,126.88,24.65
665,2928.33,70.42,3.58,69.82,1.73,127.25,24.65
666,2928.4,70.54,3.46,69.82,1.99,126.95,24.65
667,2928.46,69.74,4.26,69.82,2.08,127.13,24.65
668,2928.46,69.37,4.63,69.73,2.3,128.15,24.65
669,2928.46,69.36,4.64,69.73,2.28,129.19,24.65
670,2928.46,69.93,4.07,69.82,2.2,128.53,24.65
671,2928.46,71.0,3.0,69.82,2.29,127.29,24.65
672,2928.52,70.74,3.26,69.82,2.06,125.86,24.65
673,2928.52,70.45,3.55,69.82,2.1,125.44,24.65
674,2928.59,70.57,3.43,69.73,2.23,126.0,24.65
675,2928.59,70.21,3.79,69.91,2.17,126.93,24.65
676,2928.59,69.97,4.03,69.82,2.24,127.36,24.65
677,2928.59,70.73,3.27,69.73,2.31,126.82,24.65
678,2928.59,71.63,2.37,70.0,2.03,125.96,24.65
679,2928.59,72.31,1.69,70.0,2.11,125.05,24.65
680,2928.59,73.08,0.92,69.91,2.16,123.9,24.65
681,2928.65,73.65,0.35,70.0,2.07,122.99,24.65
682,2928.65,73.62,0.38,69.91,1.96,122.66,24.65
683,2928.71,73.42,0.59,69.91,1.84,123.02,24.65
684,2928.71,72.48,1.52,69.91,1.77,123.86,24.65
685,2928.78,72.19,1.81,70.0,1.62,124.95,24.65
686,2928.78,71.11,2.9,69.91,1.56,125.56,24.65
687,2928.84,70.06,3.94,69.73,2.08,126.23,24.65
688,2928.84,70.38,3.62,69.82,1.94,126.84,24.65
689,2928.9,69.99,4.01,69.73,2.1,126.83,24.65
690,2928.97,70.39,3.61,69.73,2.25,126.81,24.65
691,2928.97,70.09,3.91,69.64,2.15,127.19,24.65
692,2928.97,69.63,4.37,69.73,2.25,127.77,24.65
693,2928.97,70.03,3.97,69.82,2.13,127.53,24.65
694,2928.97,70.86,3.14,69.73,2.22,126.49,24.65
695,2928.97,70.71,3.29,70.09,1.72,125.57,24.65
696,2929.03,71.28,2.72,70.09,1.54,124.8,16.29
697,2929.03,69.9,4.1,70.0,1.72,124.82,16.29
698,2929.03,70.1,3.9,69.82,2.01,125.16,16.29
699,2929.09,69.89,4.11,69.73,1.99,125.48,16.29
700,2929.09,68.21,5.79,69.73,1.73,126.47,16.29
701,2929.16,66.99,7.01,69.82,1.9,127.12,16.29
702,2929.16,66.41,7.59,69.64,2.08,127.84,16.29
703,2929.22,66.34,7.66,69.64,1.9,128.38,16.29
704,2929.22,67.93,6.07,69.64,1.98,128.16,16.29
705,2929.22,68.07,5.93,69.91,1.59,127.9,16.29
706,2929.28,67.68,6.32,69.91,1.82,127.92,16.29
707,2929.28,67.61,6.39,69.73,2.07,128.13,16.29
708,2929.35,67.66,6.34,69.82,2.12,128.61,16.29
709,2929.41,67.25,6.75,69.64,2.04,130.1,16.29
710,2929.47,67.22,6.78,69.64,2.08,131.66,16.29
711,2929.54,65.87,8.13,69.64,2.08,132.53,16.29
712,2929.54,66.98,7.02,69.64,2.16,133.13,16.29
713,2929.6,67.33,6.67,69.64,1.96,132.75,16.29
714,2929.6,67.86,6.14,69.64,1.96,132.43,16.29
715,2929.6,68.34,5.66,69.64,2.19,131.52,16.29
716,2929.66,69.31,4.69,69.73,1.97,130.98,16.29
717,2929.66,69.59,4.41,69.64,2.2,131.04,16.29
718,2929.66,70.46,3.54,69.64,2.28,130.85,16.29
719,2929.73,70.39,3.61,69.64,2.1,129.91,16.29
720,2929.79,70.27,3.73,69.64,2.16,129.65,16.29
721,2929.79,70.23,3.77,69.73,2.18,130.1,16.29
722,2929.85,69.81,4.19,69.64,2.32,130.95,16.29
723,2929.92,69.41,4.59,69.73,2.03,131.38,16.29
724,2929.98,68.88,5.12,69.64,2.11,132.14,16.29
725,2929.98,69.07,4.93,69.73,2.21,132.12,16.29
726,2930.04,68.63,5.37,69.91,1.88,132.3,24.49
727,2930.11,68.45,5.55,69.82,2.11,132.66,24.49
728,2930.17,68.44,5.56,69.82,2.07,133.26,24.49
729,2930.17,68.56,5.44,69.73,2.37,133.43,24.49
730,2930.17,68.65,5.35,70.0,1.74,133.34,24.49
731,2930.23,68.7,5.3,70.09,1.62,133.04,24.49
732,2930.23,68.97,5.03,69.91,1.66,131.79,24.49
733,2930.23,69.02,4.98,69.82,1.61,130.73,24.49
734,2930.23,69.7,4.3,69.64,2.06,130.51,24.49
735,2930.3,70.35,3.65,69.64,2.3,130.31,24.49
736,2930.36,70.45,3.55,69.73,2.01,130.31,24.49
737,2930.42,70.57,3.43,69.82,1.87,130.64,24.49
738,2930.42,70.53,3.47,69.73,2.17,130.73,24.49
739,2930.42,70.38,3.62,69.82,2.17,130.82,24.49
740,2930.49,70.66,3.34,69.73,2.3,130.49,24.49
741,2930.67,71.13,2.87,69.82,2.25,129.37,24.49
742,2930.73,71.6,2.4,69.82,2.15,128.96,24.49
743,2930.73,71.26,2.74,69.91,2.33,129.17,24.49
744,2930.73,70.75,3.25,69.82,2.27,129.54,24.49
745,2930.8,70.65,3.35,69.82,2.08,129.68,24.49
746,2930.86,70.79,3.21,69.91,1.81,129.84,24.49
747,2930.86,71.12,2.88,69.91,1.88,129.68,24.49
748,2930.86,71.43,2.57,70.09,1.51,128.69,24.49
749,2930.86,71.76,2.24,69.91,1.94,127.53,24.49
750,2930.92,72.1,1.9,69.91,1.67,127.25,24.49
751,2930.92,72.46,1.54,69.64,2.19,126.88,24.49
752,2930.92,72.47,1.53,69.91,1.82,126.53,24.49
753,2930.99,72.03,1.97,69.82,1.71,126.69,24.49
754,2930.99,71.98,2.02,69.73,2.09,126.75,24.49
755,2931.05,72.47,1.53,69.82,2.25,126.58,24.67
756,2931.05,71.88,2.12,69.64,2.23,126.52,24.67
757,2931.11,71.36,2.64,69.73,2.19,127.56,24.67
758,2931.18,71.19,2.81,69.82,2.14,128.67,24.67
759,2931.18,70.57,3.43,69.91,1.91,129.08,24.67
760,2931.24,70.1,3.9,70.09,1.57,129.69,24.67
761,2931.3,69.96,4.04,70.09,1.35,130.49,24.67
762,2931.3,70.18,3.82,70.09,1.54,131.34,24.67
763,2931.3,70.48,3.52,69.91,1.69,131.09,24.67
764,2931.37,70.63,3.37,69.91,1.55,130.47,24.67
765,2931.37,70.36,3.64,70.0,1.6,130.54,24.67
766,2931.43,70.48,3.52,69.91,1.8,130.66,24.67
767,2931.43,70.6,3.4,69.82,1.85,130.97,24.67
768,2931.49,70.45,3.55,69.82,1.68,130.91,24.67
769,2931.49,70.69,3.31,69.64,2.17,131.16,24.67
770,2931.49,71.27,2.73,69.64,2.01,130.28,24.67
771,2931.49,71.75,2.25,69.64,2.06,129.0,24.67
772,2931.49,72.45,1.55,69.64,2.29,127.46,24.67
773,2931.49,72.88,1.12,69.64,2.28,126.02,24.67
774,2931.56,72.11,1.89,69.64,2.15,125.19,24.67
775,2931.62,71.41,2.59,69.64,2.09,126.52,24.67
776,2931.62,71.28,2.72,69.82,2.19,127.83,24.67
777,2931.62,71.48,2.52,69.82,2.09,128.04,24.67
778,2931.62,72.35,1.65,70.0,1.79,127.27,24.67
779,2931.62,72.82,1.18,70.0,2.14,126.33,24.67
780,2931.68,73.38,0.62,70.09,1.78,125.54,24.67
781,2931.68,74.01,0.0,69.91,1.94,124.75,24.67
782,2931.68,74.27,0.0,69.82,1.91,124.2,24.67
783,2931.68,74.62,0.0,70.0,1.69,123.37,24.67
784,2931.68,74.93,0.0,69.82,1.96,122.47,24.67
785,2931.75,74.56,0.0,69.73,1.83,122.17,24.67
786,2931.75,74.68,0.0,69.64,2.12,122.87,24.67
787,2931.81,73.58,0.42,69.82,1.67,124.14,24.67
788,2931.87,73.09,0.91,69.82,1.94,125.36,24.67
789,2931.87,72.18,1.82,69.73,2.01,126.22,24.67
790,2931.94,72.44,1.56,69.82,1.92,126.52,24.67
791,2932.0,71.76,2.24,69.64,2.24,126.96,18.9
792,2932.0,71.19,2.81,69.64,2.08,127.73,18.9
793,2932.06,70.19,3.81,69.64,2.11,128.52,18.9
794,2932.06,70.37,3.63,69.64,2.27,129.19,18.9
795,2932.06,70.47,3.53,69.73,2.11,128.96,18.9
796,2932.06,71.03,2.97,69.64,2.24,128.12,18.9
797,2932.13,71.98,2.02,69.73,2.18,127.04,18.9
798,2932.13,72.34,1.66,69.73,2.08,126.14,18.9
799,2932.19,72.52,1.48,69.73,2.11,125.74,18.9
800,2932.19,72.55,1.45,69.82,1.94,125.86,18.9
801,2932.19,73.07,0.93,69.73,2.0,125.6,18.9
802,2932.19,72.85,1.15,70.0,1.54,125.48,18.9
803,2932.19,73.19,0.81,69.91,1.53,125.61,18.9
804,2932.25,73.73,0.27,69.91,1.76,125.07,18.9
805,2932.32,73.61,0.39,70.0,1.42,125.04,18.9
806,2932.32,73.38,0.62,69.91,1.75,125.38,18.9
807,2932.38,73.13,0.87,70.0,1.59,125.82,18.9
808,2932.38,72.28,1.72,69.73,1.88,126.2,18.9
809,2932.44,72.34,1.66,69.91,1.73,126.64,18.9
810,2932.51,70.92,3.08,69.91,1.86,127.21,18.9
811,2932.51,70.24,3.76,69.82,2.03,128.09,18.9
812,2932.57,69.61,4.39,70.09,1.34,127.75,18.9
813,2932.63,69.63,4.37,69.91,1.55,127.34,18.9
814,2932.63,69.51,4.49,69.91,1.54,127.11,18.9
815,2932.7,69.43,4.57,69.91,1.76,127.67,18.9
816,2932.76,69.32,4.68,69.91,1.82,128.84,18.9
817,2932.76,68.52,5.48,69.64,2.11,130.68,18.9
818,2932.82,69.1,4.9,69.73,2.06,131.73,18.9
819,2932.82,69.1,4.9,69.82,2.09,131.89,18.9
820,2932.89,69.5,4.5,69.82,2.11,131.69,18.9
821,2932.89,69.58,4.42,69.73,2.12,131.43,18.9
822,2932.95,68.8,5.2,69.91,2.07,131.5,18.9
823,2932.95,69.11,4.89,70.0,1.76,131.49,18.9
824,2933.01,69.31,4.69,69.91,1.79,131.27,22.66
825,2933.08,69.56,4.44,70.0,1.84,131.12,22.66
826,2933.08,69.63,4.37,70.09,1.57,130.64,22.66
827,2933.14,69.88,4.12,70.09,1.44,129.83,22.66
828,2933.14,69.91,4.09,70.0,1.61,129.42,22.66
829,2933.2,70.32,3.68,70.0,1.56,128.49,22.66
830,2933.2,70.55,3.45,69.73,1.95,127.98,22.66
831,2933.2,70.07,3.93,69.73,1.93,127.7,22.66
832,2933.27,70.1,3.9,69.73,2.04,127.75,22.66
833,2933.27,70.22,3.78,69.73,2.11,127.68,22.66
834,2933.33,70.41,3.59,70.0,1.7,127.93,22.66
835,2933.33,70.41,3.59,70.0,1.86,128.27,22.66
836,2933.39,71.03,2.97,69.91,1.76,127.69,22.66
837,2933.39,71.16,2.84,69.91,1.66,126.88,22.66
838,2933.46,70.53,3.47,70.0,1.56,127.04,22.66
839,2933.46,70.76,3.24,69.82,1.87,127.69,22.66
840,2933.52,70.49,3.51,69.91,1.66,127.43,22.66
841,2933.52,70.68,3.32,69.91,1.65,127.42,22.66
842,2933.58,70.9,3.1,69.73,1.9,127.1,22.66
843,2933.58,70.82,3.18,69.82,1.86,126.82,22.66
844,2933.58,71.16,2.84,69.82,2.17,126.51,22.66
845,2933.65,71.7,2.3,69.82,2.16,126.03,22.66
846,2933.65,71.42,2.58,69.82,2.05,126.17,22.66
847,2933.65,71.31,2.69,69.73,2.27,126.54,22.66
848,2933.71,71.2,2.8,69.91,1.79,126.76,22.66
849,2933.71,71.83,2.17,69.91,1.75,126.76,22.66
850,2933.77,71.97,2.03,69.91,2.07,126.57,22.66
851,2933.84,71.39,2.61,69.91,1.61,126.83,22.66
852,2933.9,70.78,3.22,69.91,1.84,127.59,22.66
853,2933.96,70.27,3.73,69.82,2.03,128.22,22.66
854,2933.96,69.25,4.75,69.91,1.6,128.94,22.66
855,2934.03,68.23,5.77,69.64,2.01,129.9,23.39
856,2934.03,68.59,5.41,69.64,2.18,130.36,23.39
857,2934.09,69.24,4.76,69.73,2.17,129.89,23.39
858,2934.15,69.07,4.93,69.64,2.19,130.25,23.39
859,2934.15,68.52,5.48,69.64,2.12,130.45,23.39
860,2934.22,68.48,5.52,69.64,2.19,130.87,23.39
861,2934.22,68.52,5.48,69.64,2.2,130.93,23.39
862,2934.22,68.44,5.56,69.73,2.36,129.6,23.39
863,2934.22,69.15,4.85,69.64,2.35,127.82,23.39
864,2934.22,70.36,3.64,69.64,2.21,125.92,23.39
865,2934.22,71.34,2.66,69.91,2.18,124.54,23.39
866,2934.22,72.3,1.7,69.82,2.0,123.38,23.39
867,2934.22,72.91,1.09,70.0,1.8,122.08,23.39
868,2934.22,73.48,0.52,69.91,2.1,121.17,23.39
869,2934.22,73.17,0.83,70.0,1.71,120.21,23.39
870,2934.22,73.68,0.32,70.09,1.67,119.5,23.39
871,2934.22,74.4,0.0,70.09,1.76,118.69,23.39
872,2934.22,74.87,0.0,70.09,1.73,118.21,23.39
873,2934.22,75.11,0.0,70.0,1.84,117.71,23.39
874,2934.22,75.28,0.0,69.91,2.03,117.28,23.39
875,2934.22,75.59,0.0,70.0,1.61,116.85,23.39
876,2934.22,75.77,0.0,6.98,2.27,116.51,23.39
877,2934.22,75.42,0.0,0.0,1.1,115.54,23.39
878,2934.22,87.71,0.0,0.0,0.82,114.22,23.39
879,2934.22,112.93,0.0,0.0,0.1,113.22,23.39
880,2934.22,124.62,0.0,0.0,0.0,112.82,23.39
881,2934.22,128.52,0.0,0.0,0.0,113.01,23.39
882,2934.22,130.09,0.0,0.0,0.0,113.39,23.39
883,2934.22,133.64,0.0,0.0,0.0,113.67,23.39
884,2934.22,135.88,0.0,0.0,0.0,114.3,23.39
885,2934.22,139.1,0.0,0.0,0.0,118.93,23.39
886,2934.22,135.59,0.0,0.0,0.0,124.6,23.39
887,2934.22,132.63,0.0,0.0,0.0,135.72,23.39
888,2934.22,141.79,0.0,0.0,0.0,135.81,23.39
889,2934.22,138.16,0.0,0.0,0.0,136.27,23.39
890,2934.22,45.14,0.0,0.0,0.0,139.34,23.39
891,2934.22,57.13,0.0,0.0,0.0,154.39,23.39
892,2934.22,58.83,0.0,0.0,0.0,146.63,23.39
893,2934.22,60.11,0.0,10.37,0.88,132.49,23.39
894,2934.22,65.36,0.0,76.34,1.46,123.95,23.39
895,2934.22,71.97,0.0,71.43,1.92,119.97,23.39
